block,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16,node17,node18,node19,node20,node21
120,4519.0024,1361.7092,957.5605,937.3214,944.2786,968.9449,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
121,5597.3647,1361.7092,957.5605,937.3214,944.2786,968.9449,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
122,5597.3647,1571.0569,957.5605,937.3214,944.2786,968.9449,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
123,5597.3647,1571.0569,1082.1572,937.3214,944.2786,968.9449,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
124,5597.3647,1571.0569,1082.1572,1079.6273,944.2786,968.9449,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
125,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,968.9449,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
126,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,963.8852,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
127,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,987.9191,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
128,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,966.4151,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
129,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,968.9449,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
130,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,977.7995,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
131,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,960.0904,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
132,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,978.4320,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
133,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,963.2527,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
134,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,867.1172
135,5597.3647,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
136,6642.2061,1571.0569,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
137,6642.2061,1798.1139,1082.1572,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
138,6642.2061,1798.1139,1234.5826,1079.6273,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
139,6642.2061,1798.1139,1234.5826,1192.8395,1090.3793,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
140,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1101.1313,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
141,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1100.4988,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
142,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1127.0626,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
143,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1101.7638,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
144,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1115.6781,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
145,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1116.9431,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
146,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1099.2339,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
147,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1116.9431,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
148,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1108.7209,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
149,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,987.9191
150,6642.2061,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
151,7654.7915,1798.1139,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
152,7654.7915,2051.7346,1234.5826,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
153,7654.7915,2051.7346,1387.6405,1192.8395,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
154,7654.7915,2051.7346,1387.6405,1306.0518,1234.5826,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
155,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1236.4800,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
156,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1264.9412,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
157,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1252.2918,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
158,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1220.0358,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
159,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1264.9412,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
160,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1256.0866,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
161,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1238.3774,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
162,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1255.4541,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
163,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1251.6593,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
164,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1113.7807
165,7654.7915,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
166,8779.3242,2051.7346,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
167,8779.3242,2200.9976,1387.6405,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
168,8779.3242,2200.9976,1526.7840,1306.0518,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
169,8779.3242,2200.9976,1526.7840,1433.8108,1381.3158,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
170,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1371.8287,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
171,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1426.2212,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
172,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1377.5209,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
173,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1355.3845,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
174,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1400.9224,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
175,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1409.1445,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
176,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1363.6066,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
177,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1393.3327,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
178,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1394.5976,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
179,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1232.0527
180,8779.3242,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
181,9868.4386,2200.9976,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
182,9868.4386,2412.8753,1526.7840,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
183,9868.4386,2412.8753,1651.3807,1433.8108,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
184,9868.4386,2412.8753,1651.3807,1547.0231,1527.4165,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
185,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1517.9294,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
186,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1562.8348,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
187,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1516.6645,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
188,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1490.7332,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
189,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1533.7412,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
190,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1548.9205,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
191,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1488.8358,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
192,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1544.4932,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
193,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1538.8009,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
194,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1353.4871
195,9868.4386,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
196,10993.6038,2412.8753,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
197,10993.6038,2576.6852,1651.3807,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
198,10993.6038,2576.6852,1775.9774,1547.0231,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
199,10993.6038,2576.6852,1775.9774,1715.8927,1672.2522,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
200,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1680.4744,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
201,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1685.5341,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
202,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1655.1755,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
203,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1623.5520,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
204,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1669.0899,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
205,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1688.0640,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
206,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1627.9793,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
207,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1683.0042,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
208,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1667.8249,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
209,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1471.1266
210,10993.6038,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
211,12099.7948,2576.6852,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
212,12099.7948,2741.1275,1775.9774,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
213,12099.7948,2741.1275,1915.1209,1715.8927,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
214,12099.7948,2741.1275,1915.1209,1870.2155,1791.1567,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
215,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1813.9256,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
216,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1821.5153,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
217,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1794.3191,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
218,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1772.1826,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
219,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1803.8061,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
220,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1828.4725,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
221,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1767.1228,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
222,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1818.9854,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
223,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1797.4814,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
224,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1939.7873,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1593.8259
225,12099.7948,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1939.7873,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1715.2602
226,13099.7308,2741.1275,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1939.7873,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1715.2602
227,13099.7308,3014.9873,1915.1209,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1939.7873,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1715.2602
228,13099.7308,3014.9873,2039.0852,1870.2155,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1939.7873,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1715.2602
229,13099.7308,3014.9873,2039.0852,2025.8033,1922.7106,1948.6419,1971.4108,1919.5482,1906.8988,1951.1718,1968.2485,1906.2664,1957.4965,1939.7873,283.9793,280.8169,269.4325,287.7741,252.3558,316.8678,269.4325,1715.2602
